,0,1,2
Robbery,18.869328165492906,8.760069318809393,1.9278575414743038
Aggravated Assault,28.047260931034852,36.56376759155225,9.43635533458475
Motor Vehicle Theft,22.719450625483912,17.32970234807945,7.102633047536909
